id,header,new_category GT,Act GT,box_index,label,topic,insight,quotes,insight_GT,url_link
19368,Datalec Precision Installations Expands Middle East Footprint With New Saudi Arabia Entity,news-event,YES,2,informative,Microsoft Azure launch in KSA,"Microsoft Azure is expected to become operational in Saudi Arabia by the fourth quarter of 2026, contributing to the Kingdom's growing cloud infrastructure.",Microsoft Azure expected to be live by the fourth quarter of 2026.,informative,https://www.globenewswire.com/news-release/2026/05/05/3287340/0/en/Datalec-Precision-Installations-Expands-Middle-East-Footprint-With-New-Saudi-Arabia-Entity.html
10636,"Amazon Plans to Cut Up to 15% of HR Staff, With More Layoffs Expected Across Divisions: Report - Amazon.c",news-report,YES,0,evidance-event,Amazon HR layoffs,"Amazon is planning significant layoffs within its HR division, impacting up to 15% of staff, with further cuts expected across other divisions. This indicates a restructuring or cost-cutting measure within the company.","The company is set to cut a significant portion of its human resources division, known internally as PXT, or the People eXperience Technology team, reported Fortune on Tuesday.
The cuts are also expected to impact other areas of Amazon’s core consumer business.",evidance-event,https://www.benzinga.com/markets/tech/25/10/48218834/amazon-plans-to-cut-15-of-hr-staff-more-layoffs-expected-across-divisions-report
15549,Amkor Technology Reports Strong Q4 Results: Details - Amkor Technology (NASDAQ:AMKR),earnings-reporting,YES,0,evidance-event,Q4 earnings and revenue beat,"Amkor Technology reported Q4 earnings and revenue that exceeded analyst expectations, indicating strong performance in the semiconductor industry.","Amkor Technology reported quarterly earnings of 69 cents per share, which beat the consensus estimate of 44 cents by 56.11%
Quarterly revenue came in at $1.89 billion, which beat the Street estimate of $1.84 billion.",evidance-event,https://www.benzinga.com/markets/earnings/26/02/50496416/amkor-technology-reports-strong-q4-results-details?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel
15549,Amkor Technology Reports Strong Q4 Results: Details - Amkor Technology (NASDAQ:AMKR),earnings-reporting,YES,1,informative,Q1 outlook,Amkor Technology provided a Q1 outlook with expected GAAP EPS and revenue ranges that are generally above analyst estimates.,"Amkor expects first quarter GAAP EPS of 18 cents to 28 cents, versus the 21 cent analyst estimate, and revenue in a range of $1.6 billion to $1.7 billion, versus the $1.53 billion estimate.",evidance-event,https://www.benzinga.com/markets/earnings/26/02/50496416/amkor-technology-reports-strong-q4-results-details?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel
6218,AMD Deepens AI Ecosystem With Enosemi Acquisition - Advanced Micro Devices (NASDAQ:AMD),merger/investment/funding,YES,0,evidance-event,AMD Q1 Revenue and EPS Beat,"AMD reported first-quarter financial results that exceeded analyst expectations for both revenue and earnings per share, with a strong gross margin. This indicates robust demand for their products.","AMD reported first-quarter revenue of $7.44 billion, up 36%, beating analyst estimates of $7.13 billion.
The chipmaker reported first-quarter adjusted earnings of 96 cents per share, beating analyst estimates of 94 cents per share.
Gross margin came in at 54% in the quarter.",evidance-event,https://www.benzinga.com/trading-ideas/movers/25/05/45664165/amd-deepens-ai-ecosystem-with-enosemi-acquisition
6218,AMD Deepens AI Ecosystem With Enosemi Acquisition - Advanced Micro Devices (NASDAQ:AMD),merger/investment/funding,YES,1,informative,AMD acquires Enosemi,"AMD has acquired Enosemi, a photonics development partner, to accelerate co-packaged optics innovation for AI systems. The financial terms were not disclosed.","Advanced Micro Devices, Inc. (NASDAQ:AMD) announced on Wednesday its acquisition of Enosemi, a move aimed at accelerating co-packaged optics innovation for AI systems.
The financial terms of the deal remain undisclosed.",evidance-event,https://www.benzinga.com/trading-ideas/movers/25/05/45664165/amd-deepens-ai-ecosystem-with-enosemi-acquisition
6218,AMD Deepens AI Ecosystem With Enosemi Acquisition - Advanced Micro Devices (NASDAQ:AMD),merger/investment/funding,YES,2,informative,AMD Q2 Revenue Guidance,"AMD provided second-quarter revenue guidance that is slightly above analyst consensus, but anticipates a significant impact on adjusted gross margin due to new export controls.","AMD expects second-quarter revenue of approximately $7.4 billion, plus or minus $300 million versus analyst consensus estimate of $7.24 billion.
AMD anticipates a second-quarter adjusted gross margin of 43%, which includes an approximate $800 million impact in charges related to inventory due to new export controls.",evidance-event,https://www.benzinga.com/trading-ideas/movers/25/05/45664165/amd-deepens-ai-ecosystem-with-enosemi-acquisition
16832,Applied Materials and SK hynix Announce Long-Term R&D Partnership to Accelerate AI Memory Innovation at EPIC Center in Silicon Valley,news-event,YES,0,informative,AI Memory R&D Partnership,"Applied Materials and SK hynix have formed a long-term R&D collaboration to advance materials engineering and packaging for next-generation AI memory technologies, leveraging Applied's EPIC Center.","Applied Materials, Inc. today announced a long-term collaboration agreement with SK hynix Inc. to accelerate the development and deployment of next-generation DRAM and high-bandwidth memory (HBM) essential for AI and high-performance computing.
Engineers from both companies will work side-by-side at Applied’s EPIC Center in Silicon Valley to advance innovation in materials, process integration and 3D advanced packaging as memory architectures move beyond current production nodes.",informative,https://www.globenewswire.com/news-release/2026/03/10/3253290/0/en/Applied-Materials-and-SK-hynix-Announce-Long-Term-R-D-Partnership-to-Accelerate-AI-Memory-Innovation-at-EPIC-Center-in-Silicon-Valley.html
16832,Applied Materials and SK hynix Announce Long-Term R&D Partnership to Accelerate AI Memory Innovation at EPIC Center in Silicon Valley,news-event,YES,1,informative,EPIC Center Founding Partner,"SK hynix is announced as a founding partner of Applied Materials' new $5 billion EPIC Center, which aims to accelerate the commercialization of advanced semiconductor technologies.","SK hynix becomes a founding partner of the EPIC Center, building momentum as industry leaders collaborate with Applied ahead of operational readiness this year.
Applied’s new, $5 billion* EPIC (Equipment and Process Innovation and Commercialization) Center in Silicon Valley represents the largest-ever U.S. investment in advanced semiconductor equipment R&D.",informative,https://www.globenewswire.com/news-release/2026/03/10/3253290/0/en/Applied-Materials-and-SK-hynix-Announce-Long-Term-R-D-Partnership-to-Accelerate-AI-Memory-Innovation-at-EPIC-Center-in-Silicon-Valley.html
16313,Hidden AI Costs? Big Tech Hyperscalers Hold $662 Billion In Off-Balance-Sheet Data Center Leases: Report,news-report,YES,0,informative,Off-balance-sheet data center leases,"A report indicates that major tech companies have accumulated $662 billion in off-balance-sheet data center leases, which will begin appearing on balance sheets soon, potentially impacting accounting metrics and debt ratios.","By 2025 end, the companies had accumulated $969 billion in total undiscounted future lease commitments, highlighted Moody’s.
In the coming years, as these leases take effect, more than half a trillion dollars in data center assets will begin appearing on corporate balance sheets, putting pressure on traditional accounting metrics.",informative,https://www.benzinga.com/markets/tech/26/02/50881924/hidden-ai-costs-big-tech-hyperscalers-hold-662-billion-in-off-balance-sheet-data-center-leases-repor?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel
14421,"JPMorgan CEO Jamie Dimon Visits Palantir — Wall Street Meets The War Room - JPMorgan Chase (NYSE:JPM), Pa",news-report,YES,0,informative,JPMorgan CEO visits Palantir,"JPMorgan CEO Jamie Dimon visited Palantir's DC office, engaging in discussions that likely touched upon the intersection of finance, AI, and national security, given both companies' focus in these areas.","Palantir acknowledged Dimon’s visit and the ensuing discussion in a social media post.
Thank you @jpmorgan CEO Jamie Dimon for stopping by our DC office earlier today, and for the discussion with @ChairmanG",,https://www.benzinga.com/markets/large-cap/26/01/49980924/jpmorgan-ceo-jamie-dimon-palantir?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel
13333,HAProxy Technologies Announces Availability of HAProxy Community Performance Packages Compiled with AWS-LC,news-event,YES,0,informative,HAProxy Community Performance Packages,"HAProxy Technologies has released new performance packages for HAProxy Community compiled with the AWS-LC TLS library, offering easier deployment and improved multi-threaded performance, with benchmarks showing a 50% increase in TLS connections per second.","HAProxy Technologies, the company behind the world’s fastest and most widely used software load balancer, today announced the release of HAProxy 3.3 and the immediate availability of official HAProxy Community Performance Packages.
These new install-ready packages are compiled with the high-performance AWS-LC TLS library, providing users with easier deployment and more scalable multi-threaded performance.
Internal benchmarks available in the research paper “The State of SSL Stacks” show that HAProxy instances running with AWS-LC can achieve over 180,000 end-to-end TLS connections per second on a 64-core Graviton4 instance – a performance increase of approximately 50% over the most commonly used alternative TLS library.",informative,https://www.globenewswire.com/news-release/2025/12/17/3206994/0/en/HAProxy-Technologies-Announces-Availability-of-HAProxy-Community-Performance-Packages-Compiled-with-AWS-LC.html
13333,HAProxy Technologies Announces Availability of HAProxy Community Performance Packages Compiled with AWS-LC,news-event,YES,1,informative,HAProxy 3.3 new features,"The release of HAProxy 3.3 includes new features such as Kernel TLS (kTLS) for reduced CPU usage, experimental QUIC support on the backend for HTTP/3, ACME DNS-01 validation for TLS certificate automation, and persistent statistics for uninterrupted metrics.","Alongside the performance packages, the newly released HAProxy 3.3 introduces features designed for next-generation application delivery, including:
- Kernel TLS (kTLS): Support for offloading symmetric encryption to the Linux kernel to reduce CPU usage.
- QUIC on the backend (experimental): Enables end-to-end HTTP/3 connectivity from client to server.
- ACME DNS-01 support: Expands ACME integration for TLS certificate automation to validate domain ownership via DNS TXT records.
- Persistent statistics: Allows stats and metrics to be stored in shared memory, preserving them across reloads, and enabling continuous, uninterrupted metrics for dashboards and alerting systems.",DROP,https://www.globenewswire.com/news-release/2025/12/17/3206994/0/en/HAProxy-Technologies-Announces-Availability-of-HAProxy-Community-Performance-Packages-Compiled-with-AWS-LC.html
20567,Infineon Joins NVIDIA's MGX™ AI Factory Ecosystem to Transform Power Delivery Architecture for Next-Gener,news-event,YES,0,informative,Infineon joins NVIDIA AI ecosystem,"Infineon Technologies AG is joining NVIDIA's MGX AI Factory ecosystem to enhance power delivery architecture for AI systems, aiming to improve efficiency and support higher-density deployments.","As part of the NVIDIA MGX AI Factory ecosystem, Infineon supports the complete 800 VDC power conversion flow down to an intermediate bus voltage and core voltage in systems based on NVIDIA MGX, helping to reduce conversion stages and deliver DC power closer to the rack.
This improves power efficiency, simplifies infrastructure, and supports higher-density AI deployments.",informative,https://www.benzinga.com/pressreleases/26/05/n52862753/infineon-joins-nvidias-mgx-ai-factory-ecosystem-to-transform-power-delivery-architecture-for-next-?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel
8099,Skydance Media Announces Full Slate of Board Designees for Paramount,news-event,YES,0,informative,Paramount board designees announced,"Skydance Media has announced the full slate of director designees for Paramount Skydance Corporation, who will be elected and begin serving on the Paramount Board effective at the closing of the proposed merger with Paramount Global. David Ellison is slated to become Chairman of the Board.","Skydance Media today announced the full slate of director designees for Paramount Skydance Corporation (""Paramount"").
The directors will be elected and begin serving on the Paramount Board effective at the closing of the proposed merger with Paramount Global (NASDAQ:PARA, PARAA)).
David Ellison, the future Chairman and CEO of Paramount, commented:",informative,https://www.benzinga.com/pressreleases/25/08/g46856077/skydance-media-announces-full-slate-of-board-designees-for-paramount
16760,EXCLUSIVE: La Rosa Pivots To AI Infrastructure In Deal With Nvidia Cloud Partner Consensus Core - La Rosa,merger/investment/funding,YES,0,informative,La Rosa LOI to acquire AI infrastructure,"La Rosa Holdings has entered into a non-binding letter of intent to acquire Consensus Core Technologies, a provider of AI and high-performance computing infrastructure, in an all-equity deal that would significantly shift ownership to Consensus stakeholders.","La Rosa on Monday announced that it has entered into a non-binding letter of intent (“LOI”) to acquire 100% of the issued and outstanding equity interests of Consensus Core Technologies, Inc., together with certain of its affiliates and subsidiaries, a provider of critical infrastructure solutions for AI and high-performance computing.
Under the terms of the LOI, the proposed transaction is expected to be structured as an all‑equity exchange, pursuant to which La Rosa would acquire all of Consensus’s equity securities in exchange for newly issued La Rosa shares.
Upon closing, current La Rosa stockholders could collectively own approximately 3.10% of the outstanding common stock of the combined company, while Consensus equity holders could collectively own approximately 96.90%.",informative,https://www.benzinga.com/m-a/26/03/51125468/exclusive-la-rosa-pivots-to-ai-infrastructure-in-deal-with-nvidia-cloud-partner-consensus-core?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel
16760,EXCLUSIVE: La Rosa Pivots To AI Infrastructure In Deal With Nvidia Cloud Partner Consensus Core - La Rosa,merger/investment/funding,YES,1,informative,La Rosa acquires AI data center land,"La Rosa has signed a contract to purchase land in Osceola County, Florida, for the construction of a Tier III AI data center, indicating expansion into physical AI infrastructure.","Separately, the company signed a contract to purchase land in Osceola County, Florida, to build a Tier III AI data center.
The planned 10,000-square-foot facility is designed to support growing demand for high-performance computing and data processing infrastructure.",evidance-event,https://www.benzinga.com/m-a/26/03/51125468/exclusive-la-rosa-pivots-to-ai-infrastructure-in-deal-with-nvidia-cloud-partner-consensus-core?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel
16550,Coherent Launches WaveMaker® 4000A for Super C-Band DWDM System Testing,news-event,YES,0,informative,New product launch,"Coherent Corp. has launched the WaveMaker 4000A Programmable Optical Spectrum Synthesizer, designed for testing Super C-Band DWDM systems, which is available for ordering with an eight-week lead time.","Coherent Corp. (NYSE: COHR), a global leader in photonics, today introduced the WaveMaker 4000A Programmable Optical Spectrum Synthesizer, designed to create D-WDM test spectra across the entire Super C-Band for transmission systems, transceivers, and amplifier test applications.
The WaveMaker 4000A/Super C-Band will be introduced at OFC 2026 in Los Angeles and is available for ordering with an eight-week lead time.",informative,https://www.globenewswire.com/news-release/2026/03/04/3249394/11543/en/Coherent-Launches-WaveMaker-4000A-for-Super-C-Band-DWDM-System-Testing.html
16550,Coherent Launches WaveMaker® 4000A for Super C-Band DWDM System Testing,news-event,YES,1,informative,Product benefits,"The new WaveMaker 4000A is highlighted for its ability to speed up system testing and reduce costs by providing essential functions in a compact form factor, replacing larger custom systems.","The WaveMaker really helps to speed up system testing as well as reducing cost-of-test, as it provides exactly the functions required for testing amplified transmission systems and transceivers - all this provided in a box with minimal footprint,” said Dr. Ralf Stolte, Sr. Sales and Marketing Manager, Optical Communications Test Equipment at Coherent.",DROP,https://www.globenewswire.com/news-release/2026/03/04/3249394/11543/en/Coherent-Launches-WaveMaker-4000A-for-Super-C-Band-DWDM-System-Testing.html
16550,Coherent Launches WaveMaker® 4000A for Super C-Band DWDM System Testing,news-event,YES,2,informative,Company description,"Coherent Corp. is described as a global photonics leader whose technology is relied upon by industries including datacenter, communications, and industrial markets.","Coherent is the global photonics leader. We harness photons to drive innovation. Industry leaders in the datacenter, communications, and industrial markets rely on Coherent’s world-leading technology to fuel their own innovation and growth.",DROP,https://www.globenewswire.com/news-release/2026/03/04/3249394/11543/en/Coherent-Launches-WaveMaker-4000A-for-Super-C-Band-DWDM-System-Testing.html
16550,Coherent Launches WaveMaker® 4000A for Super C-Band DWDM System Testing,news-event,YES,3,informative,Company history and scale,"Coherent Corp., founded in 1971, operates in over 20 countries and offers a broad technology stack and global scale to its customers.","Founded in 1971 and operating in more than 20 countries, Coherent brings the industry’s broadest, deepest technology stack; unmatched supply chain resilience; and global scale to help its customers solve their toughest technology challenges.",DROP,https://www.globenewswire.com/news-release/2026/03/04/3249394/11543/en/Coherent-Launches-WaveMaker-4000A-for-Super-C-Band-DWDM-System-Testing.html
18382,Orbital sets date for first test mission to put AI data centers in low Earth orbit,news-event,YES,0,informative,Orbital AI data centers in space,"Orbital announced its first test mission, Orbital-1, scheduled for April 2027, aiming to deploy AI data centers in low Earth orbit to address power constraints on Earth. The mission will test sustained GPU operation, radiation hardening, and commercial AI inference workloads in space.","Today, the company announced funding from a16z Speedrun to support Orbital-1, the company’s first test mission on its aim of deploying data centers in space.
Orbital's first satellite, Orbital-1, is scheduled to launch on a SpaceX Falcon 9 in April 2027.
Its primary goal is to validate sustained GPU operation in orbit, test radiation hardening, and run AI inference workloads commercially in space post-validation.",informative,https://www.globenewswire.com/news-release/2026/04/14/3273430/0/en/Orbital-sets-date-for-first-test-mission-to-put-AI-data-centers-in-low-Earth-orbit.html
18753,AI Demand Drives 30% Vertiv Revenue Growth - Vertiv Holdings (NYSE:VRT),earnings-reporting,YES,0,evidance-event,Vertiv Q1 Revenue and EPS Beat,"Vertiv reported first-quarter net sales and adjusted EPS that exceeded analyst expectations, indicating strong demand and operational execution. The company also raised its full-year 2026 guidance for both EPS and sales.","Net sales rose 30% year-over-year (Y/Y) to $2.650 billion, exceeding the $2.627 billion Street consensus.
Adjusted EPS stood at $1.17, beating the consensus of $1.01.
For 2026, Vertiv raised FY26 adj EPS guidance from $5.97-$6.07 to $6.30-$6.40 vs consensus of $6.04 estimate and sales outlook from $13.25 billion-$13.75 billion to $13.50 billion-$14.00 billion vs street view of $13.57 billion.",evidance-event,https://www.benzinga.com/markets/large-cap/26/04/51967230/ai-demand-drives-30-vertiv-revenue-growth?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel
5088,"Deal Dispatch: Metaverse Mergers, 23andMe Under Investigation, Burger King Franchise Goes Bankrupt - Alle",merger/investment/funding,YES,0,evidance-event,Metaverse company acquires NFT startup,"Futureverse acquired Candy Digital, which has partnerships with major entities like MLB, Netflix, and DC Comics, indicating consolidation and activity in the metaverse and NFT space.","Axios broke the news that a New Zealand-based metaverse company called Futureverse acquired NFT startup Candy Digital.
Major League Baseball, Netflix and DC Comics are among Candy Digital’s partners.",evidance-event,https://www.benzinga.com/news/asset-sales/25/04/44884363/deal-dispatch-metaverse-23andme-burgerking-franchisee
5088,"Deal Dispatch: Metaverse Mergers, 23andMe Under Investigation, Burger King Franchise Goes Bankrupt - Alle",merger/investment/funding,YES,1,evidance-event,Infinite Reality acquires AI company,"Infinite Reality, a company with a significant valuation, has acquired Touchcast, an AI company, following a previous acquisition of Napster, showing continued M&A activity and expansion.","Infinite Reality, which boasts a $15-billion valuation, agreed to buy agentic AI company Touchcast for $500 million.
Last month, Infinitie Reality acquired digital music innovator Napster for $207 million.",evidance-event,https://www.benzinga.com/news/asset-sales/25/04/44884363/deal-dispatch-metaverse-23andme-burgerking-franchisee
5088,"Deal Dispatch: Metaverse Mergers, 23andMe Under Investigation, Burger King Franchise Goes Bankrupt - Alle",merger/investment/funding,YES,2,evidance-event,Lyft acquires taxi app,"Lyft has purchased a taxi app from BMW and Mercedes-Benz for a substantial cash amount, indicating expansion into traditional taxi services or integration with existing mobility platforms.","Lyft, Inc. (NASDAQ:LYFT) announced that it purchased a taxi app from BMW Group and Mercedes-Benz Mobility for €175 million ($197 million) in cash.",evidance-event,https://www.benzinga.com/news/asset-sales/25/04/44884363/deal-dispatch-metaverse-23andme-burgerking-franchisee
5088,"Deal Dispatch: Metaverse Mergers, 23andMe Under Investigation, Burger King Franchise Goes Bankrupt - Alle",merger/investment/funding,YES,3,evidance-event,Paychex completes acquisition,"Paychex has finalized its acquisition of Paycor HCM, a payroll and HR software firm, for $4.1 billion, representing significant consolidation in the HR tech sector.",Paychex (NASDAQ:PAYX) closed its $4.1-billion acquisition of payroll and HR software firm Paycor HCM.,evidance-event,https://www.benzinga.com/news/asset-sales/25/04/44884363/deal-dispatch-metaverse-23andme-burgerking-franchisee
5088,"Deal Dispatch: Metaverse Mergers, 23andMe Under Investigation, Burger King Franchise Goes Bankrupt - Alle",merger/investment/funding,YES,4,evidance-event,TPG completes Altus Power buyout,"TPG has completed its $2.2-billion take-private buyout of Altus Power, a major owner of commercial-scale solar in the U.S., indicating private equity activity in the renewable energy sector.","TPG completed its $2.2-billion take-private buyout of Altus Power, the largest owner of commercial-scale solar in the U.S.",evidance-event,https://www.benzinga.com/news/asset-sales/25/04/44884363/deal-dispatch-metaverse-23andme-burgerking-franchisee
6369,"Constellation Energy and Meta Strike Nuclear Deal, Shares Whipsaw",news-event,YES,0,evidance-event,Constellation Energy and Meta PPA,"Constellation Energy and Meta Platforms have signed a 20-year power purchase agreement for over 1.1 GW of nuclear energy, allowing Constellation's Clinton Clean Energy Center to continue operating beyond mid-2027, replacing public support. This is a material event for Constellation's operational continuity.","Constellation Energy (NASDAQ:CEG), a nuclear energy giant, announced a new deal with AI hyperscaler Meta Platforms (NASDAQ:META).
Meta and Constellation have announced the signing of a 20-year power purchase agreement (PPA), which covers over 1.1 gigawatts (GW) of nuclear energy.
The agreement would allow Constellation’s Clinton Clean Energy Center to continue operating.
The company slated the plant to close in mid-2027, when Illinois’ Future Energy Jobs Act was set to end its financial support.
The agreement with Meta essentially replaces this public support, which was being paid for by Illinois utility customers.",evidance-event,https://www.investing.com/analysis/constellation-energy-and-meta-strike-nuclear-deal-shares-whipsaw-200661725
6369,"Constellation Energy and Meta Strike Nuclear Deal, Shares Whipsaw",news-event,YES,1,informative,Constellation Clinton site expansion,"Constellation Energy is exploring expansion opportunities at the Clinton site, potentially adding advanced nuclear reactors or small modular reactors, with Meta expressing interest as a partner for future nuclear generation capacity.","Another positive is the fact that with this deal done, Constellation is now looking to add more capacity at the Clinton site.
The company says this could come in the form of an advanced nuclear reactor or a small modular reactor (SMR).
In December 2024, Meta made a blog post stating it is taking requests for proposals from nuclear companies to bring online more capacity.
Meta wants to add 1 to 4 GW of nuclear generation capacity in the United States, starting in the early 2030s.",informative,https://www.investing.com/analysis/constellation-energy-and-meta-strike-nuclear-deal-shares-whipsaw-200661725
6369,"Constellation Energy and Meta Strike Nuclear Deal, Shares Whipsaw",news-event,YES,2,informative,Meta's clean energy attributes purchase,"Meta is purchasing clean energy attributes from Constellation's Clinton plant to offset its carbon footprint and meet its commitment to match 100% of its electricity use with clean and renewable energy, rather than directly powering data centers.","Meta’s data centers will not be directly powered by the Clinton plant’s current nuclear energy generation.
Power will continue to flow to the grid, but the tech giant is purchasing the plant's “clean energy attributes.
Buying them allows Meta to reduce its stated carbon footprint, offsetting its usage of fossil fuel energy in other locations.
This is why the agreement states: “Meta is purchasing the plant’s clean energy attributes as part of its commitment to match 100% of its electricity use with clean and renewable energy.",informative,https://www.investing.com/analysis/constellation-energy-and-meta-strike-nuclear-deal-shares-whipsaw-200661725
18179,Digital Realty Targets Nearly S$7 Billion Investment to Strengthen Singapore as Asia Pacific AI Hub,news-event,YES,0,informative,Digital Realty AI Hub Investment,"Digital Realty is targeting nearly S$7 billion in investment in Singapore to bolster its role as an AI infrastructure hub for Asia Pacific, with a significant portion allocated to new data center developments.","Digital Realty (NYSE: DLR), the world's largest cloud- and carrier-neutral data center platform, today announced it is targeting nearly S$7 billion of total investment in Singapore, reinforcing the market's critical role as an AI infrastructure hub for Asia Pacific, with more than S$4.3 billion planned for new data center developments, building on existing investments.",informative,https://www.globenewswire.com/news-release/2026/04/09/3270664/0/en/Digital-Realty-Targets-Nearly-S-7-Billion-Investment-to-Strengthen-Singapore-as-Asia-Pacific-AI-Hub.html
18179,Digital Realty Targets Nearly S$7 Billion Investment to Strengthen Singapore as Asia Pacific AI Hub,news-event,YES,1,informative,Digital Realty Innovation Lab Launch,"Digital Realty plans to launch an Innovation Lab in Singapore in the second half of 2026 to support customers in developing, testing, and validating AI and hybrid cloud solutions.","In the second half of 2026, Digital Realty expects to launch a Digital Realty Innovation Lab (DRIL) at its Loyang facility, aiming to provide customers with a fully supported environment to develop, test, and validate AI and hybrid cloud solutions prior to wider deployment.",informative,https://www.globenewswire.com/news-release/2026/04/09/3270664/0/en/Digital-Realty-Targets-Nearly-S-7-Billion-Investment-to-Strengthen-Singapore-as-Asia-Pacific-AI-Hub.html
5791,ClassOne Technology and IBM Research Jointly Developing Non-NMP Solvent Processing for Semiconductor Manufacturing,news-event,YES,0,informative,Joint development agreement,"ClassOne Technology and IBM Research have signed a joint development agreement to create innovative solvent solutions for advanced semiconductor and packaging process applications, focusing on non-NMP solvent processing.","The two companies will leverage their respective semiconductor chemistry expertise to create innovative solvent solutions for a range of advanced semiconductor and packaging process applications.
The focus of the joint project will be to develop best known methods (BKMs) for non-NMP solvent processing in manufacturing IBM semiconductor devices.",informative,https://www.globenewswire.com/news-release/2025/05/14/3081167/0/en/ClassOne-Technology-and-IBM-Research-Jointly-Developing-Non-NMP-Solvent-Processing-for-Semiconductor-Manufacturing.html
13037,EIB and STMicroelectronics announce €1 billion agreement to boost Europe’s competitiveness and strategic autonomy,news-event,YES,0,informative,EIB financing for STMicroelectronics,"The European Investment Bank (EIB) and STMicroelectronics have signed a €500 million financing agreement, part of a broader €1 billion credit line, to support ST's investment in semiconductor R&D and high-volume manufacturing in Italy and France. This aims to boost Europe's competitiveness and strategic autonomy in the semiconductor industry.","EIB and STMicroelectronics announce €1 billion agreement to boost Europe’s competitiveness and strategic autonomy
The European Investment Bank (EIB) and STMicroelectronics (NYSE:STM, “ST”) have signed a €500 million financing agreement to boost Europe’s competitiveness and strategic autonomy.
This new operation will help support ST’s investment programme in innovative semiconductor technologies and devices in Italy and France, where the company operates both research and development and high-volume manufacturing.",evidance-event,https://www.globenewswire.com/news-release/2025/12/11/3203633/0/en/EIB-and-STMicroelectronics-announce-1-billion-agreement-to-boost-Europe-s-competitiveness-and-strategic-autonomy.html
6214,Photronics PLAB Q2 2025 Earnings Call Transcript | The Motley Fool,earnings-reporting,YES,0,evidance-event,Q2 Revenue and Guidance,"Photronics reported Q2 revenue of $211 million, flat sequentially and down 3% year-over-year, meeting guidance. However, they forecast Q3 revenue of $200-$208 million, indicating a sequential decline and a cautious outlook.","Total Revenue: $211 million, flat sequentially and down 3% year over year compared to Q2 FY2024, landing within guidance.
Guidance: Q3 FY2025 expected revenue of $200–$208 million",evidance-event,https://www.fool.com/earnings/call-transcripts/2025/05/28/photronics-plab-q2-2025-earnings-call-transcript/?source=iedfolrf0000001
6214,Photronics PLAB Q2 2025 Earnings Call Transcript | The Motley Fool,earnings-reporting,YES,1,evidance-event,CEO Transition,"Frank Lee announced his retirement as CEO, and George Makrokostas has been appointed as the new CEO, effective immediately, as part of a succession plan.","CEO Transition: Frank Lee announced retirement from the CEO role, with George Makrokostas appointed as the new CEO effective immediately.
I have decided to retire from the CEO position after three years.",evidance-event,https://www.fool.com/earnings/call-transcripts/2025/05/28/photronics-plab-q2-2025-earnings-call-transcript/?source=iedfolrf0000001
6214,Photronics PLAB Q2 2025 Earnings Call Transcript | The Motley Fool,earnings-reporting,YES,2,evidance-event,Mainstream IC Revenue Decline,"Mainstream IC revenue declined 6% year-over-year, with the steepest fall in photomasks for older generation nodes, reflecting continued weakness in this segment.",,evidance-event,https://www.fool.com/earnings/call-transcripts/2025/05/28/photronics-plab-q2-2025-earnings-call-transcript/?source=iedfolrf0000001
6214,Photronics PLAB Q2 2025 Earnings Call Transcript | The Motley Fool,earnings-reporting,YES,3,evidance-event,Capital Expenditures,"Photronics spent $61 million in capital expenditures in Q2, supporting US capacity expansion, and remains on track to spend $200 million for FY2025.","Capital Expenditures: $61 million in capital expenditures, supporting US capacity expansion; CapEx is on track to reach $200 million for FY2025.",evidance-event,https://www.fool.com/earnings/call-transcripts/2025/05/28/photronics-plab-q2-2025-earnings-call-transcript/?source=iedfolrf0000001
6214,Photronics PLAB Q2 2025 Earnings Call Transcript | The Motley Fool,earnings-reporting,YES,4,evidance-event,Share Repurchases,"The company spent $72 million to repurchase 3.6 million shares in Q2, indicating confidence in long-term health, with $23 million remaining under the authorization.","Share Repurchases: $72 million spent to buy back 3.6 million shares, with $23 million remaining under the repurchase authorization.
This is a significant endorsement of our confidence in the long-term health of Photronics, and we will remain strategic with respect to future share repurchases.",evidance-event,https://www.fool.com/earnings/call-transcripts/2025/05/28/photronics-plab-q2-2025-earnings-call-transcript/?source=iedfolrf0000001
